,Mut_num,#,Profiled Samples,Freq,Is Cancer Gene (source: OncoKB)
STX5,1,1,500,0.00,No
STXBP1,1,1,500,0.00,No
SUOX,1,1,500,0.00,No
SUPT4H1,1,1,500,0.00,No
VAMP2,1,1,500,0.00,No
SYP,1,1,500,0.00,No
TAC1,1,1,500,0.00,No
TAC3,1,1,500,0.00,No
TAF11,1,1,500,0.00,No
TAF12,1,1,500,0.00,No
TAZ,1,1,500,0.00,No
TBCE,1,1,500,0.00,No
HNF1B,1,1,500,0.00,No
TCF7,1,1,500,0.00,No
TCF15,1,1,500,0.00,No
VPS72,1,1,500,0.00,No
TRGC1,1,1,500,0.00,No
TDGF1,1,1,500,0.00,No
PRDX2,1,1,500,0.00,No
TEAD1,1,1,500,0.00,No
TERF1,1,1,500,0.00,No
TERF2,1,1,500,0.00,No
TFAM,1,1,500,0.00,No
TFAP2C,1,1,500,0.00,No
TFAP4,1,1,500,0.00,No
TFDP2,1,1,500,0.00,No
TFF2,1,1,500,0.00,No
LEFTY2,1,1,500,0.00,No
TIA1,1,1,500,0.00,No
TK2,1,1,500,0.00,No
TSPAN7,1,1,500,0.00,No
TSPAN8,1,1,500,0.00,No
TSPAN6,1,1,500,0.00,No
TM7SF2,1,1,500,0.00,No
CLEC3B,1,1,500,0.00,No
TNNC2,1,1,500,0.00,No
TNFAIP1,2,1,500,0.00,No
TNFAIP6,1,1,500,0.00,No
TNNC1,1,1,500,0.00,No
TNNI2,1,1,500,0.00,No
TNP2,1,1,500,0.00,No
TPBG,1,1,500,0.00,No
TPI1,1,1,500,0.00,No
TPM3,1,1,500,0.00,Yes
TPT1,2,1,500,0.00,No
TSN,1,1,500,0.00,No
TSG101,1,1,500,0.00,No
TSNAX,1,1,500,0.00,No
TSPYL1,1,1,500,0.00,No
EIPR1,1,1,500,0.00,No
PHLDA2,1,1,500,0.00,No
TSTA3,1,1,500,0.00,No
TTC4,1,1,500,0.00,No
TUBA4A,1,1,500,0.00,No
TUBB2A,1,1,500,0.00,No
TNFSF4,1,1,500,0.00,No
TXN,1,1,500,0.00,No
UBA52,1,1,500,0.00,No
UBE2D3,1,1,500,0.00,No
UBE2H,1,1,500,0.00,No
UCP1,1,1,500,0.00,No
UCP3,1,1,500,0.00,No
UFD1,1,1,500,0.00,No
SCGB1A1,1,1,500,0.00,No
UGCG,1,1,500,0.00,No
UQCRC2,1,1,500,0.00,No
UQCRFS1,1,1,500,0.00,No
USF2,1,1,500,0.00,No
CLRN1,1,1,500,0.00,No
VDAC1,1,1,500,0.00,No
EZR,1,1,500,0.00,Yes
VPREB1,1,1,500,0.00,No
CORO2A,1,1,500,0.00,No
WNT3,1,1,500,0.00,No
WNT6,1,1,500,0.00,No
WNT7B,1,1,500,0.00,No
WNT11,1,1,500,0.00,No
WNT9B,1,1,500,0.00,No
XG,1,1,500,0.00,No
XPNPEP1,1,1,500,0.00,No
XRCC4,2,1,500,0.00,No
YWHAH,1,1,500,0.00,No
YWHAZ,1,1,500,0.00,No
ZFPL1,1,1,500,0.00,No
ZFX,1,1,500,0.00,No
ZNF23,1,1,500,0.00,No
ZNF24,1,1,500,0.00,Yes
ZNF32,1,1,500,0.00,No
ZSCAN21,1,1,500,0.00,No
ZBTB25,1,1,500,0.00,No
ZNF75D,3,1,500,0.00,No
ZNF76,1,1,500,0.00,No
ZNF85,1,1,500,0.00,No
ZNF91,1,1,500,0.00,No
ZNF121,1,1,500,0.00,No
ZNF141,1,1,500,0.00,No
ZSCAN9,1,1,500,0.00,No
ZNF195,1,1,500,0.00,No
ZNF200,1,1,500,0.00,No
ZNF205,1,1,500,0.00,No
ZFAND5,1,1,500,0.00,No
ZNF232,1,1,500,0.00,No
LUZP1,1,1,500,0.00,No
MALL,1,1,500,0.00,No
MANF,1,1,500,0.00,No
RAB7A,1,1,500,0.00,No
REEP5,1,1,500,0.00,No
OR2H2,1,1,500,0.00,No
TFPI2,1,1,500,0.00,No
ARHGEF5,1,1,500,0.00,No
NCOA4,2,1,500,0.00,Yes
SLC25A16,1,1,500,0.00,No
FOSL1,1,1,500,0.00,No
YEATS4,1,1,500,0.00,No
HMGA2,1,1,500,0.00,Yes
PABPN1,1,1,500,0.00,No
ANP32A,1,1,500,0.00,No
SLC7A5,2,1,500,0.00,No
CHAF1B,1,1,500,0.00,No
GATD3A,1,1,500,0.00,No
ESS2,1,1,500,0.00,No
PNPLA4,1,1,500,0.00,No
HIST1H4I,1,1,500,0.00,Yes
CDC7,1,1,500,0.00,No
HIST1H2AI,1,1,500,0.00,No
HIST1H2AK,1,1,500,0.00,No
HIST1H2AL,1,1,500,0.00,Yes
HIST1H2AC,1,1,500,0.00,Yes
HIST1H2AM,1,1,500,0.00,Yes
HIST1H3D,1,1,500,0.00,Yes
HIST1H3G,1,1,500,0.00,Yes
HIST1H3J,1,1,500,0.00,Yes
HIST1H4A,1,1,500,0.00,No
HIST1H4J,1,1,500,0.00,No
HYAL3,1,1,500,0.00,No
NME5,1,1,500,0.00,No
OR1D5,1,1,500,0.00,No
OR1E1,1,1,500,0.00,No
SLC25A11,1,1,500,0.00,No
TAGLN2,1,1,500,0.00,No
DOC2B,1,1,500,0.00,No
SUPT3H,1,1,500,0.00,No
FKBP6,1,1,500,0.00,No
PEX3,1,1,500,0.00,No
PARG,1,1,500,0.00,No
NIPSNAP1,1,1,500,0.00,No
LIPF,1,1,500,0.00,No
CST7,1,1,500,0.00,No
PIR,1,1,500,0.00,No
CDC14B,1,1,500,0.00,No
TCAP,1,1,500,0.00,No
CDK10,1,1,500,0.00,No
PDLIM4,1,1,500,0.00,No
TMEFF1,1,1,500,0.00,No
TNFSF11,1,1,500,0.00,No
RDH16,1,1,500,0.00,No
ASMTL,1,1,500,0.00,Yes
SSNA1,1,1,500,0.00,No
SOCS1,1,1,500,0.00,Yes
EIF3H,1,1,500,0.00,No
STX16,1,1,500,0.00,No
STX10,1,1,500,0.00,No
SRSF9,1,1,500,0.00,No
HYAL2,1,1,500,0.00,No
S1PR4,2,1,500,0.00,No
B4GALT2,1,1,500,0.00,No
B3GALNT1,1,1,500,0.00,No
CTSF,1,1,500,0.00,No
SNX4,1,1,500,0.00,No
SNX3,1,1,500,0.00,No
CTNNAL1,1,1,500,0.00,No
CRADD,1,1,500,0.00,No
TNFSF12,1,1,500,0.00,No
RAB11A,1,1,500,0.00,No
TNFRSF10B,1,1,500,0.00,No
SCEL,1,1,500,0.00,No
PEX11B,1,1,500,0.00,No
PEX11A,1,1,500,0.00,No
DPM1,1,1,500,0.00,No
BANF1,1,1,500,0.00,No
SAP30,3,1,500,0.00,No
FGF16,1,1,500,0.00,No
SOCS2,1,1,500,0.00,Yes
GGH,1,1,500,0.00,No
CFLAR,1,1,500,0.00,No
IER3,1,1,500,0.00,No
NAE1,1,1,500,0.00,No
FOXH1,1,1,500,0.00,No
MBD2,1,1,500,0.00,No
RAB29,1,1,500,0.00,No
SKAP2,1,1,500,0.00,No
CDK5R2,1,1,500,0.00,No
HIST1H2AG,1,1,500,0.00,Yes
H1FX,1,1,500,0.00,No
PGLYRP1,1,1,500,0.00,No
CDKL2,1,1,500,0.00,No
HAP1,1,1,500,0.00,No
SLC25A14,1,1,500,0.00,No
SOCS3,1,1,500,0.00,Yes
CH25H,1,1,500,0.00,No
RHBDL1,1,1,500,0.00,No
TM4SF5,1,1,500,0.00,No
TAAR5,1,1,500,0.00,No
UBE2M,1,1,500,0.00,No
PAPSS1,1,1,500,0.00,No
ANGPTL1,1,1,500,0.00,No
CLDN10,1,1,500,0.00,No
CLDN1,1,1,500,0.00,No
CLDN9,1,1,500,0.00,No
USP10,1,1,500,0.00,No
NMI,1,1,500,0.00,No
SEC22C,2,1,500,0.00,No
SLC16A4,1,1,500,0.00,No
PDLIM1,1,1,500,0.00,No
RRP9,1,1,500,0.00,No
ATG12,1,1,500,0.00,No
FIBP,1,1,500,0.00,No
TMSB10,1,1,500,0.00,No
HTR3B,1,1,500,0.00,No
RASSF9,1,1,500,0.00,No
BUB3,2,1,500,0.00,No
KCNAB3,1,1,500,0.00,No
HACD1,1,1,500,0.00,No
VAPB,2,1,500,0.00,No
NOLC1,1,1,500,0.00,No
MSC,1,1,500,0.00,No
GCM2,1,1,500,0.00,No
AIMP1,1,1,500,0.00,No
CYTH1,1,1,500,0.00,No
S1PR2,1,1,500,0.00,Yes
COPS2,1,1,500,0.00,No
TRIP13,1,1,500,0.00,Yes
B4GALT5,1,1,500,0.00,No
VAMP3,1,1,500,0.00,No
SNAP29,1,1,500,0.00,No
LHX2,1,1,500,0.00,No
PPT2,1,1,500,0.00,No
GRHPR,1,1,500,0.00,No
SLC22A13,1,1,500,0.00,No
NMT2,1,1,500,0.00,No
SELENOF,1,1,500,0.00,No
PEX16,1,1,500,0.00,No
MED21,1,1,500,0.00,No
FADS2,1,1,500,0.00,No
CRIPT,1,1,500,0.00,No
MED17,1,1,500,0.00,No
MED27,1,1,500,0.00,No
MED7,1,1,500,0.00,No
GSTO1,1,1,500,0.00,No
HOMER3,1,1,500,0.00,No
PICK1,1,1,500,0.00,No
SH3BP5,1,1,500,0.00,No
CHST3,1,1,500,0.00,No
SLC25A27,1,1,500,0.00,No
PIGL,1,1,500,0.00,No
PSMF1,1,1,500,0.00,No
AKAP5,1,1,500,0.00,No
MYOT,1,1,500,0.00,No
RPH3AL,1,1,500,0.00,No
TBPL1,1,1,500,0.00,No
EEF1E1,1,1,500,0.00,No
TP53I11,1,1,500,0.00,No
EI24,1,1,500,0.00,No
CXCL14,1,1,500,0.00,No
ATP5MF,1,1,500,0.00,No
SPAG7,1,1,500,0.00,No
MRPL33,1,1,500,0.00,No
H2AFY,1,1,500,0.00,No
VPS26A,2,1,500,0.00,No
BABAM2,1,1,500,0.00,No
MAD2L1BP,1,1,500,0.00,No
RNF14,1,1,500,0.00,No
CARTPT,1,1,500,0.00,No
RAB36,1,1,500,0.00,No
TCL1B,1,1,500,0.00,Yes
GUCA1C,1,1,500,0.00,No
GNA14,1,1,500,0.00,No
ISG15,1,1,500,0.00,No
IQCB1,1,1,500,0.00,No
PPIP5K1,1,1,500,0.00,No
CLINT1,1,1,500,0.00,No
TRAM2,2,1,500,0.00,No
CEP57,1,1,500,0.00,No
TCAF1,1,1,500,0.00,No
SNX17,1,1,500,0.00,No
SPCS2,1,1,500,0.00,No
SERTAD2,1,1,500,0.00,No
IST1,1,1,500,0.00,No
EFCAB14,1,1,500,0.00,No
TRIM14,1,1,500,0.00,No
MFAP3L,1,1,500,0.00,No
EPM2AIP1,1,1,500,0.00,No
TOX4,1,1,500,0.00,No
OXSR1,1,1,500,0.00,No
HS3ST3B1,1,1,500,0.00,No
FGF19,1,1,500,0.00,Yes
NR1I3,1,1,500,0.00,No
CLEC2B,1,1,500,0.00,No
RBX1,1,1,500,0.00,No
RCE1,1,1,500,0.00,No
KCNE2,1,1,500,0.00,No
SCO2,1,1,500,0.00,No
ZBTB33,1,1,500,0.00,No
PDCD6,1,1,500,0.00,No
BCL2L10,1,1,500,0.00,No
PARP2,1,1,500,0.00,Yes
TOM1L1,1,1,500,0.00,No
CST8,1,1,500,0.00,No
DNAJB6,1,1,500,0.00,No
AP1M2,1,1,500,0.00,No
UBA2,1,1,500,0.00,No
SAE1,1,1,500,0.00,No
NR1H3,1,1,500,0.00,No
SCAMP2,1,1,500,0.00,No
RWDD2B,1,1,500,0.00,No
KCNK7,1,1,500,0.00,No
UST,1,1,500,0.00,No
ARPC4,1,1,500,0.00,No
ACTR3,1,1,500,0.00,No
ACTR2,1,1,500,0.00,No
TSPAN5,1,1,500,0.00,No
TSPAN3,1,1,500,0.00,No
PPIF,1,1,500,0.00,No
FEM1B,1,1,500,0.00,No
ZNF263,3,1,500,0.00,No
OPTN,1,1,500,0.00,No
ATP6AP2,1,1,500,0.00,No
LPCAT3,1,1,500,0.00,No
SERF2,1,1,500,0.00,No
CNIH1,1,1,500,0.00,No
RBM7,1,1,500,0.00,No
ALG3,1,1,500,0.00,No
PRMT3,1,1,500,0.00,No
PSME3,1,1,500,0.00,No
TRIM13,1,1,500,0.00,No
EIF1,1,1,500,0.00,No
DDX39A,1,1,500,0.00,No
PSMD14,1,1,500,0.00,No
ANGPTL7,1,1,500,0.00,No
GDF11,1,1,500,0.00,No
MFSD10,1,1,500,0.00,No
HNRNPR,1,1,500,0.00,No
POP7,1,1,500,0.00,No
RAMP1,1,1,500,0.00,No
RAMP3,1,1,500,0.00,No
ZMPSTE24,1,1,500,0.00,No
SIGMAR1,1,1,500,0.00,No
BET1,1,1,500,0.00,No
SMNDC1,1,1,500,0.00,No
BCKDK,1,1,500,0.00,No
MAEA,1,1,500,0.00,No
LANCL1,1,1,500,0.00,No
NMUR1,1,1,500,0.00,No
CNPY2,1,1,500,0.00,No
CCL26,1,1,500,0.00,No
NPM2,1,1,500,0.00,No
KLF2,1,1,500,0.00,Yes
IRF9,1,1,500,0.00,No
TUBB4A,1,1,500,0.00,No
BTN3A3,1,1,500,0.00,No
SCML2,2,1,500,0.00,No
SPAG11B,1,1,500,0.00,No
BASP1,1,1,500,0.00,No
SPON1,2,1,500,0.00,No
PRMT5,1,1,500,0.00,No
CDIPT,1,1,500,0.00,No
PGRMC2,1,1,500,0.00,No
CDC42EP2,1,1,500,0.00,No
PPIE,1,1,500,0.00,No
TOMM40,1,1,500,0.00,No
ZNHIT1,1,1,500,0.00,No
FST,1,1,500,0.00,No
C1ORF61,1,1,500,0.00,No
CAP2,1,1,500,0.00,No
CAP1,1,1,500,0.00,No
VAT1,1,1,500,0.00,No
SEMA4F,1,1,500,0.00,No
BATF,1,1,500,0.00,No
LAMTOR5,1,1,500,0.00,No
PROCR,1,1,500,0.00,No
PRDX4,1,1,500,0.00,No
AGPAT1,1,1,500,0.00,No
SLC35A1,2,1,500,0.00,No
SLC19A2,1,1,500,0.00,No
CXCL13,1,1,500,0.00,No
RABAC1,1,1,500,0.00,No
SLU7,1,1,500,0.00,No
MRPL28,1,1,500,0.00,No
CCT7,1,1,500,0.00,No
GNLY,1,1,500,0.00,No
MTHFS,1,1,500,0.00,No
PAIP1,1,1,500,0.00,No
PAICS,1,1,500,0.00,No
PDLIM5,1,1,500,0.00,No
ERLIN1,2,1,500,0.00,No
STAMBP,1,1,500,0.00,No
ARID3B,1,1,500,0.00,Yes
POLR3G,1,1,500,0.00,No
POLR3C,1,1,500,0.00,No
TRIM16,1,1,500,0.00,No
PDPN,1,1,500,0.00,No
RASL10A,1,1,500,0.00,No
SPHAR,1,1,500,0.00,No
NPRL2,1,1,500,0.00,No
DMRT2,1,1,500,0.00,No
CGRRF1,1,1,500,0.00,No
PNMA2,1,1,500,0.00,No
RRH,1,1,500,0.00,No
CCT8,1,1,500,0.00,No
CERS1,1,1,500,0.00,No
TCFL5,1,1,500,0.00,No
PTTG2,1,1,500,0.00,No
GRAP,1,1,500,0.00,No
TRAF3IP2,1,1,500,0.00,No
NUP50,1,1,500,0.00,No
ZMYND11,1,1,500,0.00,No
SRSF10,1,1,500,0.00,No
ZBTB6,1,1,500,0.00,No
ARPP19,1,1,500,0.00,No
NEK6,1,1,500,0.00,No
SLC17A3,1,1,500,0.00,No
VAMP5,2,1,500,0.00,No
FAXDC2,1,1,500,0.00,No
FTCD,1,1,500,0.00,No
SLC22A7,1,1,500,0.00,No
HCST,1,1,500,0.00,No
NMU,1,1,500,0.00,No
FGL2,1,1,500,0.00,No
SMR3B,1,1,500,0.00,No
C1QL1,1,1,500,0.00,No
JTB,1,1,500,0.00,No
RUNDC3A,1,1,500,0.00,No
TRAFD1,1,1,500,0.00,No
TXNL4A,2,1,500,0.00,No
SUGT1,1,1,500,0.00,No
SUB1,1,1,500,0.00,No
SMPDL3A,1,1,500,0.00,No
SPIN1,1,1,500,0.00,No
SRSF8,1,1,500,0.00,No
PRDX3,1,1,500,0.00,No
SF3A3,1,1,500,0.00,No
BTG3,1,1,500,0.00,No
CBX1,1,1,500,0.00,No
SEC61B,1,1,500,0.00,No
TOMM34,1,1,500,0.00,No
TMED2,1,1,500,0.00,No
MLLT11,1,1,500,0.00,Yes
TMED10,1,1,500,0.00,No
CLP1,1,1,500,0.00,Yes
METAP2,1,1,500,0.00,No
SDS,1,1,500,0.00,No
KDELR3,1,1,500,0.00,No
ATF7,1,1,500,0.00,No
TMED1,1,1,500,0.00,No
RAB35,1,1,500,0.00,Yes
VAX1,1,1,500,0.00,No
RBPMS,1,1,500,0.00,No
PIM2,1,1,500,0.00,No
MID2,1,1,500,0.00,No
UPK1A,1,1,500,0.00,No
SLC35D2,1,1,500,0.00,No
DDX52,1,1,500,0.00,No
ABHD2,1,1,500,0.00,No
CNMD,1,1,500,0.00,No
SNRNP35,1,1,500,0.00,No
TMEM115,1,1,500,0.00,No
DUSP14,1,1,500,0.00,No
TPPP,1,1,500,0.00,No
HSF2BP,1,1,500,0.00,No
SPACA9,1,1,500,0.00,No
NUP42,1,1,500,0.00,No
ATE1,1,1,500,0.00,No
KRR1,1,1,500,0.00,No
RCAN3,1,1,500,0.00,No
ZWINT,1,1,500,0.00,No
AP4S1,1,1,500,0.00,No
RABL2B,1,1,500,0.00,No
NUDT4,1,1,500,0.00,No
SOX21,1,1,500,0.00,No
FSTL1,1,1,500,0.00,No
RASSF1,1,1,500,0.00,No
WBP4,1,1,500,0.00,No
CHEK2,1,1,500,0.00,Yes
AKAP10,1,1,500,0.00,No
RASSF8,1,1,500,0.00,No
SEC63,1,1,500,0.00,No
DUSP12,1,1,500,0.00,No
NRM,1,1,500,0.00,No
KLF12,1,1,500,0.00,No
CYP4F8,1,1,500,0.00,No
STK38,1,1,500,0.00,No
SCRG1,1,1,500,0.00,No
ATF5,1,1,500,0.00,No
RASA3,1,1,500,0.00,No
DNAJC8,1,1,500,0.00,No
PUF60,1,1,500,0.00,No
NLGN4Y,2,1,500,0.00,No
DOLK,1,1,500,0.00,No
VASH1,1,1,500,0.00,No
KLRK1,1,1,500,0.00,No
MAPRE1,1,1,500,0.00,No
RAB18,1,1,500,0.00,No
ELL2,1,1,500,0.00,No
DKK1,1,1,500,0.00,Yes
RAB21,1,1,500,0.00,No
EXOSC7,1,1,500,0.00,No
NMNAT2,1,1,500,0.00,No
TRIM35,1,1,500,0.00,No
ARHGAP26,1,1,500,0.00,Yes
ZBTB43,1,1,500,0.00,No
TTLL12,1,1,500,0.00,No
GPD1L,1,1,500,0.00,No
RCOR1,1,1,500,0.00,No
UBXN4,1,1,500,0.00,No
PMPCA,1,1,500,0.00,No
ARL6IP1,1,1,500,0.00,No
DNAJC9,1,1,500,0.00,No
BOP1,1,1,500,0.00,No
TSPYL4,1,1,500,0.00,No
ICOSLG,1,1,500,0.00,Yes
PHF24,1,1,500,0.00,No
NCAPH,1,1,500,0.00,No
PPWD1,1,1,500,0.00,No
NCS1,1,1,500,0.00,No
TMED3,1,1,500,0.00,No
SLC7A8,1,1,500,0.00,No
RYBP,1,1,500,0.00,Yes
ATP1B4,1,1,500,0.00,No
CBX5,1,1,500,0.00,No
ISCU,1,1,500,0.00,No
CBX7,1,1,500,0.00,No
HEY2,1,1,500,0.00,No
HAAO,1,1,500,0.00,No
SLC39A14,1,1,500,0.00,No
MMD,1,1,500,0.00,No
ADAT1,1,1,500,0.00,No
SEC14L2,1,1,500,0.00,No
RBFOX2,1,1,500,0.00,No
SYNGR4,1,1,500,0.00,No
DNPEP,1,1,500,0.00,No
HYAL4,1,1,500,0.00,No
CLDN14,1,1,500,0.00,No
TMEM50A,1,1,500,0.00,No
HEBP2,1,1,500,0.00,No
ORC3,1,1,500,0.00,No
CORO1C,1,1,500,0.00,No
DAPK2,1,1,500,0.00,No
MKRN2,1,1,500,0.00,No
PHLDA3,1,1,500,0.00,No
TSSK2,1,1,500,0.00,No
PRND,1,1,500,0.00,No
PLD3,1,1,500,0.00,No
SSBP3,1,1,500,0.00,No
SMPX,1,1,500,0.00,No
SGK3,1,1,500,0.00,No
PRKD3,1,1,500,0.00,No
KCNE4,1,1,500,0.00,No
CADM1,1,1,500,0.00,No
GABARAPL1,1,1,500,0.00,No
SHPK,1,1,500,0.00,No
FRRS1L,1,1,500,0.00,No
EID1,1,1,500,0.00,No
FLRT3,1,1,500,0.00,No
BCL2L13,1,1,500,0.00,No
PANX1,1,1,500,0.00,No
C22ORF31,1,1,500,0.00,No
QPCT,1,1,500,0.00,No
GCA,1,1,500,0.00,No
LSM4,1,1,500,0.00,No
BAMBI,1,1,500,0.00,No
VAX2,1,1,500,0.00,No
RHBDD3,1,1,500,0.00,No
TTLL1,1,1,500,0.00,No
ATXN10,1,1,500,0.00,No
TNFAIP8,1,1,500,0.00,No
ARIH1,1,1,500,0.00,No
DNAJB5,1,1,500,0.00,No
TXN2,1,1,500,0.00,No
METTL7A,1,1,500,0.00,No
ZNF345,1,1,500,0.00,No
CATSPERZ,1,1,500,0.00,No
RPL36,1,1,500,0.00,No
MPC2,1,1,500,0.00,No
TMEM186,1,1,500,0.00,No
POC1A,1,1,500,0.00,No
CNRIP1,1,1,500,0.00,No
NIPSNAP3A,1,1,500,0.00,No
WWTR1,1,1,500,0.00,Yes
TPGS2,1,1,500,0.00,No
NUDT13,1,1,500,0.00,No
UNC50,1,1,500,0.00,No
MMACHC,1,1,500,0.00,No
CHMP2B,1,1,500,0.00,No
DHRS7B,1,1,500,0.00,No
GORASP2,1,1,500,0.00,No
FAM32A,1,1,500,0.00,No
PTCD1,1,1,500,0.00,No
TBC1D29P,1,1,500,0.00,No
GPSM1,1,1,500,0.00,No
ABHD12,1,1,500,0.00,No
LDLRAP1,1,1,500,0.00,No
KIF1BP,1,1,500,0.00,No
TTLL3,1,1,500,0.00,No
RIBC2,1,1,500,0.00,No
NAT9,1,1,500,0.00,No
OR2F1,1,1,500,0.00,No
FBXL3,1,1,500,0.00,No
PHGDH,1,1,500,0.00,No
FBXL6,1,1,500,0.00,No
OR2K2,1,1,500,0.00,No
KLHL3,1,1,500,0.00,No
CLEC4E,1,1,500,0.00,No
OPTC,1,1,500,0.00,No
BLOC1S6,1,1,500,0.00,No
FBXO25,1,1,500,0.00,No
FBXO9,1,1,500,0.00,No
HIBCH,2,1,500,0.00,No
ERAL1,1,1,500,0.00,No
GBGT1,1,1,500,0.00,No
PLEK2,1,1,500,0.00,No
NARF,1,1,500,0.00,No
SLC17A5,1,1,500,0.00,No
HEYL,1,1,500,0.00,No
CHIC2,1,1,500,0.00,Yes
TIMM8B,1,1,500,0.00,No
IL36RN,1,1,500,0.00,No
TSPAN16,3,1,500,0.00,No
OR10G3,1,1,500,0.00,No
RGS17,2,1,500,0.00,No
OR8B2,1,1,500,0.00,No
VCX,1,1,500,0.00,No
OR7C2,1,1,500,0.00,No
OR2V1,1,1,500,0.00,No
OR1L3,1,1,500,0.00,No
OR1L1,1,1,500,0.00,No
OR1J2,1,1,500,0.00,No
STEAP1,1,1,500,0.00,No
FETUB,1,1,500,0.00,No
STAU2,1,1,500,0.00,No
GHITM,1,1,500,0.00,No
SDCBP2,1,1,500,0.00,No
FAM155B,1,1,500,0.00,No
DKK3,1,1,500,0.00,Yes
CIDEB,1,1,500,0.00,No
SLC39A1,1,1,500,0.00,No
IL36B,1,1,500,0.00,No
IL37,1,1,500,0.00,No
IL17C,1,1,500,0.00,No
IL17B,1,1,500,0.00,No
NMRK2,1,1,500,0.00,No
GNMT,1,1,500,0.00,No
SIT1,1,1,500,0.00,No
NFU1,1,1,500,0.00,No
MMADHC,1,1,500,0.00,No
SMPDL3B,1,1,500,0.00,No
ZNF330,1,1,500,0.00,No
RAB30,1,1,500,0.00,No
PGAP2,1,1,500,0.00,No
P2RY10,1,1,500,0.00,No
PRPF19,1,1,500,0.00,No
KCNMB4,1,1,500,0.00,No
STK39,1,1,500,0.00,No
DESI1,1,1,500,0.00,No
PPP2R3B,1,1,500,0.00,No
NKIRAS2,1,1,500,0.00,No
IGLJ1,1,1,500,0.00,No
MRPS28,1,1,500,0.00,No
COA3,1,1,500,0.00,No
OSTM1,1,1,500,0.00,No
TMEM14A,1,1,500,0.00,No
NTMT1,1,1,500,0.00,No
COMMD5,1,1,500,0.00,No
MACROD1,2,1,500,0.00,No
NDUFAF4,1,1,500,0.00,No
CHMP4A,1,1,500,0.00,No
PHPT1,1,1,500,0.00,No
THYN1,1,1,500,0.00,No
UBE2T,1,1,500,0.00,No
TIMM21,1,1,500,0.00,No
MRPL22,1,1,500,0.00,No
ORMDL2,1,1,500,0.00,No
DNAJC15,1,1,500,0.00,No
NXT1,1,1,500,0.00,No
TAGLN3,1,1,500,0.00,No
CLEC2D,1,1,500,0.00,No
TMOD3,1,1,500,0.00,No
OLA1,1,1,500,0.00,No
TFPT,1,1,500,0.00,Yes
ICOS,1,1,500,0.00,No
CNOT7,1,1,500,0.00,No
SNX10,1,1,500,0.00,No
SAC3D1,1,1,500,0.00,No
FAM216A,2,1,500,0.00,No
NME7,1,1,500,0.00,No
GMPPB,1,1,500,0.00,No
SEC61A1,1,1,500,0.00,No
RPA4,1,1,500,0.00,No
NENF,1,1,500,0.00,No
DPP7,1,1,500,0.00,No
POMT2,1,1,500,0.00,No
PRICKLE4,1,1,500,0.00,No
UBQLN1,1,1,500,0.00,No
RHOD,1,1,500,0.00,No
SLC39A3,1,1,500,0.00,No
PILRA,1,1,500,0.00,No
EFEMP2,1,1,500,0.00,No
KCNIP2,1,1,500,0.00,No
NT5C,1,1,500,0.00,No
GALNT9,1,1,500,0.00,No
KCNK4,1,1,500,0.00,No
HDGFL3,1,1,500,0.00,No
COPS7A,1,1,500,0.00,No
NSDHL,1,1,500,0.00,No
TAS2R9,1,1,500,0.00,No
TAS2R8,1,1,500,0.00,No
TAS2R7,1,1,500,0.00,No
TAS2R13,1,1,500,0.00,No
F11R,1,1,500,0.00,No
SNHG32,1,1,500,0.00,No
CLEC4A,1,1,500,0.00,No
RNF141,1,1,500,0.00,No
FOXP3,1,1,500,0.00,No
MTERF3,1,1,500,0.00,No
DERL2,1,1,500,0.00,No
EXOSC3,1,1,500,0.00,No
RRP15,1,1,500,0.00,No
WASHC3,1,1,500,0.00,No
HDDC2,1,1,500,0.00,No
MRPS16,1,1,500,0.00,No
MRPS18C,1,1,500,0.00,No
VPS36,1,1,500,0.00,No
GLOD4,1,1,500,0.00,No
CELA2B,1,1,500,0.00,No
UBXN1,1,1,500,0.00,No
PRLH,1,1,500,0.00,No
GMNN,1,1,500,0.00,No
MRPL2,1,1,500,0.00,No
CRYL1,1,1,500,0.00,No
PLLP,1,1,500,0.00,No
MECR,1,1,500,0.00,No
ZDHHC9,1,1,500,0.00,No
COQ4,1,1,500,0.00,No
UTP11,1,1,500,0.00,No
RPL26L1,1,1,500,0.00,No
ZNF706,1,1,500,0.00,No
NAA20,1,1,500,0.00,No
PHF11,1,1,500,0.00,No
RNFT1,1,1,500,0.00,No
CHCHD2,1,1,500,0.00,No
MRTO4,1,1,500,0.00,No
C3ORF18,1,1,500,0.00,No
HSD17B11,1,1,500,0.00,No
DCXR,1,1,500,0.00,No
HSPA14,1,1,500,0.00,No
CRBN,2,1,500,0.00,Yes
RAPGEFL1,1,1,500,0.00,No
CPA4,1,1,500,0.00,No
CLDN18,1,1,500,0.00,No
PIGP,1,1,500,0.00,No
GLTP,1,1,500,0.00,No
COX16,1,1,500,0.00,No
MRPL51,1,1,500,0.00,No
TMEM216,1,1,500,0.00,No
CLEC1A,1,1,500,0.00,No
KLF3,2,1,500,0.00,Yes
DNAJC27,1,1,500,0.00,No
SCAND1,1,1,500,0.00,No
CEND1,1,1,500,0.00,No
ERGIC2,1,1,500,0.00,No
NRN1,1,1,500,0.00,No
CYP39A1,1,1,500,0.00,No
ZDHHC3,1,1,500,0.00,No
PLAC8,1,1,500,0.00,No
AMZ2,1,1,500,0.00,No
